orix,oriy,oriz,gyrox,gyroy,gyroz,linerx,linery,linerz,accx,accy,accz,gravx,gravy,gravz,temp,ms
64.44,-2.25,2.69,-0.00,0.00,0.00,0.83,1.46,-0.21,0.44,1.00,9.57,-0.39,-0.46,9.78,27,11.43
64.44,-2.25,2.69,0.01,0.01,0.00,0.75,1.50,-0.27,0.38,1.08,9.51,-0.36,-0.41,9.79,27,11.2
64.44,-2.00,2.13,0.01,0.01,0.00,0.68,1.41,-0.24,0.33,1.04,9.54,-0.34,-0.37,9.79,27,10.87
64.44,-1.81,1.88,-0.01,-0.00,0.00,0.76,1.30,-0.22,0.44,0.97,9.57,-0.29,-0.28,9.79,27,10.14
64.44,-1.69,1.69,-0.00,-0.00,0.00,0.76,1.25,-0.23,0.40,0.98,9.53,-0.27,-0.25,9.79,27,11.32
64.44,-1.56,1.44,-0.00,0.00,0.00,0.64,1.25,-0.28,0.38,1.03,9.51,-0.25,-0.21,9.80,27,11.05
64.44,-1.44,1.19,-0.00,0.00,0.00,0.61,1.18,-0.29,0.37,1.01,9.50,-0.23,-0.17,9.80,27,10.65
64.44,-1.25,0.75,-0.00,-0.00,0.00,0.60,1.12,-0.25,0.38,0.98,9.54,-0.21,-0.13,9.80,27,11.5
64.44,-1.13,0.56,-0.00,-0.00,0.00,0.63,1.06,-0.22,0.43,0.96,9.57,-0.19,-0.10,9.80,27,10.08
64.44,-1.00,0.38,-0.00,0.00,0.00,0.61,1.06,-0.28,0.43,0.99,9.52,-0.16,-0.03,9.80,27,8.54
64.44,-0.94,0.19,0.00,0.00,0.00,0.54,1.04,-0.26,0.42,1.00,9.53,-0.14,0.00,9.80,27,11.11
64.44,-0.81,0.00,-0.00,0.00,0.00,0.57,0.94,-0.23,0.44,0.97,9.57,-0.12,0.02,9.80,27,10.99
64.44,-0.69,-0.13,-0.00,0.00,0.00,0.53,0.92,-0.24,0.43,0.98,9.56,-0.10,0.05,9.80,27,10.18
64.44,-0.63,-0.25,0.00,0.00,0.00,0.49,0.91,-0.24,0.40,0.99,9.56,-0.09,0.08,9.80,27,11.29
64.44,-0.44,-0.63,-0.00,0.00,0.00,0.48,0.87,-0.27,0.40,0.98,9.52,-0.06,0.13,9.80,27,9.66
64.44,-0.38,-0.75,-0.00,-0.00,0.00,0.48,0.88,-0.26,0.42,1.01,9.56,-0.05,0.15,9.80,27,11.79
64.44,-0.25,-0.88,-0.00,0.00,0.00,0.47,0.85,-0.24,0.41,1.00,9.58,-0.03,0.18,9.80,27,10.0
64.75,-0.19,-1.00,-0.00,0.00,0.00,0.45,0.77,-0.28,0.43,0.98,9.51,-0.02,0.20,9.80,27,10.51
64.75,-0.13,-1.13,-0.00,-0.00,0.00,0.43,0.77,-0.24,0.41,0.99,9.56,-0.01,0.22,9.80,27,11.86
64.75,0.00,-1.38,-0.00,-0.00,0.00,0.40,0.75,-0.28,0.40,0.99,9.52,0.00,0.24,9.80,27,10.92
64.75,0.00,-1.50,-0.00,-0.00,-0.00,0.41,0.73,-0.25,0.42,0.99,9.55,0.00,0.26,9.80,27,8.38
64.94,0.06,-1.63,-0.00,0.00,0.00,0.40,0.72,-0.27,0.42,1.00,9.53,0.02,0.29,9.80,27,11.65
64.94,0.13,-1.69,-0.00,0.00,-0.00,0.38,0.68,-0.25,0.42,0.99,9.50,0.03,0.31,9.80,27,11.55
64.94,0.19,-1.81,-0.00,-0.00,-0.00,0.37,0.66,-0.25,0.41,0.99,9.54,0.04,0.32,9.80,27,10.89
64.94,0.25,-1.88,-0.00,0.00,0.00,0.36,0.65,-0.23,0.41,0.99,9.57,0.05,0.34,9.80,27,10.56
64.94,0.25,-2.00,-0.00,0.00,0.00,0.35,0.62,-0.21,0.41,0.97,9.58,0.05,0.35,9.79,27,10.15
65.06,0.38,-2.13,-0.00,0.00,0.00,0.34,0.63,-0.21,0.41,1.00,9.58,0.06,0.37,9.79,27,10.45
65.06,0.38,-2.19,-0.00,-0.00,0.00,0.35,0.61,-0.26,0.43,1.00,9.53,0.08,0.39,9.79,27,11.7
65.06,0.44,-2.31,-0.00,0.00,0.00,0.32,0.59,-0.26,0.41,0.99,9.55,0.08,0.40,9.79,27,11.28
65.06,0.50,-2.38,-0.00,-0.00,0.00,0.32,0.58,-0.24,0.40,0.99,9.57,0.09,0.41,9.79,27,9.0
65.06,0.50,-2.44,-0.00,-0.00,0.00,0.31,0.58,-0.21,0.41,1.01,9.58,0.10,0.43,9.79,27,10.45
65.06,0.56,-2.50,-0.00,0.00,0.00,0.30,0.56,-0.24,0.40,1.01,9.55,0.10,0.44,9.79,27,11.37
65.06,0.63,-2.63,0.00,0.00,0.00,0.31,0.54,-0.20,0.42,0.99,9.58,0.11,0.45,9.79,27,11.87
65.06,0.69,-2.69,-0.00,0.00,0.00,0.32,0.53,-0.24,0.43,1.00,9.54,0.11,0.46,9.79,27,10.59
65.13,0.69,-2.75,0.00,0.00,0.00,0.29,0.53,-0.19,0.42,1.01,9.59,0.12,0.48,9.79,27,9.98
65.13,0.69,-2.75,-0.00,0.00,0.00,0.26,0.52,-0.25,0.41,0.97,9.54,0.13,0.48,9.79,27,11.86
65.13,0.75,-2.81,-0.00,0.00,0.00,0.26,0.49,-0.24,0.40,0.99,9.55,0.13,0.49,9.79,27,10.9
65.13,0.75,-2.88,-0.00,0.00,0.00,0.29,0.49,-0.22,0.43,1.00,9.56,0.14,0.50,9.79,27,10.48
65.13,0.81,-2.94,-0.00,0.00,0.00,0.27,0.46,-0.22,0.42,0.98,9.57,0.14,0.51,9.79,27,11.18
65.13,0.88,-3.00,0.00,0.00,-0.00,0.27,0.48,-0.24,0.43,1.00,9.54,0.15,0.52,9.79,27,11.31
65.13,0.88,-3.06,-0.00,0.00,0.00,0.25,0.44,-0.24,0.41,0.97,9.54,0.16,0.53,9.79,27,11.4
65.13,0.88,-3.13,-0.00,0.00,-0.00,0.25,0.46,-0.27,0.41,1.00,9.55,0.16,0.54,9.79,27,11.68
65.13,0.94,-3.19,-0.00,-0.00,0.00,0.25,0.45,-0.23,0.40,0.98,9.54,0.16,0.55,9.78,27,10.8
65.13,0.94,-3.19,-0.00,-0.00,0.00,0.23,0.44,-0.23,0.40,1.00,9.55,0.17,0.55,9.78,27,8.65
65.13,1.00,-3.25,-0.00,-0.00,0.00,0.24,0.41,-0.24,0.41,0.97,9.54,0.17,0.56,9.78,27,11.66
65.13,1.00,-3.31,-0.00,-0.00,0.00,0.24,0.42,-0.22,0.42,1.00,9.56,0.17,0.57,9.78,27,11.19
65.13,1.06,-3.38,0.00,0.00,0.00,0.24,0.41,-0.23,0.42,0.99,9.55,0.18,0.57,9.78,27,9.45
65.06,1.06,-3.38,-0.00,-0.00,0.00,0.20,0.41,-0.24,0.38,1.00,9.54,0.18,0.58,9.78,27,11.19
65.06,1.06,-3.44,-0.00,0.00,-0.00,0.23,0.39,-0.22,0.42,0.99,9.55,0.19,0.59,9.78,27,10.38
65.06,1.06,-3.44,-0.00,0.00,0.00,0.22,0.38,-0.23,0.41,0.98,9.54,0.19,0.60,9.78,27,11.42
65.06,1.13,-3.50,-0.00,0.00,0.00,0.21,0.39,-0.20,0.41,0.99,9.58,0.19,0.60,9.78,27,9.87
65.06,1.13,-3.50,-0.00,0.00,0.00,0.20,0.39,-0.22,0.40,1.00,9.55,0.20,0.61,9.78,27,12.49
65.06,1.13,-3.56,-0.00,0.00,0.00,0.20,0.38,-0.23,0.41,0.99,9.54,0.20,0.61,9.78,27,9.38
65.06,1.19,-3.63,-0.00,-0.00,0.00,0.21,0.38,-0.23,0.42,1.01,9.55,0.20,0.62,9.78,27,12.0
65.06,1.19,-3.63,0.00,0.00,0.00,0.22,0.36,-0.21,0.43,0.99,9.55,0.21,0.63,9.78,27,10.71
65.06,1.19,-3.69,-0.00,0.00,-0.00,0.22,0.36,-0.23,0.40,0.99,9.54,0.21,0.63,9.78,27,10.62
64.94,1.25,-3.69,-0.00,0.00,0.00,0.19,0.35,-0.20,0.41,0.99,9.57,0.21,0.64,9.78,27,8.74
64.94,1.25,-3.69,-0.00,0.00,0.00,0.19,0.36,-0.23,0.41,1.00,9.54,0.21,0.64,9.78,27,11.38
64.94,1.25,-3.75,-0.00,0.00,0.00,0.18,0.33,-0.21,0.40,0.98,9.57,0.22,0.64,9.78,27,11.53
64.94,1.25,-3.81,-0.00,0.00,0.00,0.20,0.33,-0.22,0.42,0.99,9.56,0.22,0.65,9.78,27,9.09
64.81,1.31,-3.81,0.00,0.00,0.00,0.19,0.34,-0.21,0.42,1.00,9.57,0.22,0.66,9.78,27,11.47
64.81,1.31,-3.81,0.00,0.00,0.00,0.18,0.33,-0.22,0.40,0.99,9.53,0.23,0.66,9.78,27,11.38
64.81,1.31,-3.88,-0.00,0.00,0.00,0.19,0.33,-0.23,0.43,1.00,9.54,0.23,0.66,9.78,27,10.34
64.81,1.31,-3.88,0.00,0.00,-0.00,0.20,0.31,-0.21,0.44,0.99,9.56,0.23,0.67,9.78,27,10.58
64.81,1.31,-3.88,-0.00,-0.00,0.00,0.17,0.32,-0.22,0.41,1.00,9.55,0.23,0.67,9.78,27,10.5
64.69,1.38,-3.94,-0.00,-0.00,0.00,0.17,0.32,-0.23,0.41,1.00,9.54,0.23,0.68,9.78,27,11.3
64.69,1.38,-4.00,-0.00,-0.00,0.00,0.18,0.32,-0.23,0.42,1.00,9.54,0.24,0.68,9.77,27,10.51
64.69,1.38,-4.00,0.00,0.00,0.00,0.16,0.29,-0.23,0.40,1.00,9.57,0.24,0.69,9.77,27,11.2
64.69,1.38,-4.00,-0.00,-0.00,0.00,0.16,0.31,-0.20,0.40,1.00,9.54,0.24,0.69,9.77,27,9.06
64.50,1.44,-4.00,-0.00,-0.00,0.00,0.15,0.31,-0.23,0.41,1.00,9.55,0.24,0.69,9.77,27,10.64
64.50,1.44,-4.06,0.00,0.00,0.00,0.15,0.28,-0.20,0.40,0.98,9.57,0.24,0.70,9.77,27,11.61
64.50,1.44,-4.06,-0.00,0.00,-0.00,0.15,0.29,-0.21,0.40,0.99,9.56,0.25,0.70,9.77,27,10.6
64.50,1.44,-4.13,0.00,0.00,0.00,0.15,0.28,-0.19,0.41,0.99,9.58,0.25,0.70,9.77,27,8.88
64.38,1.44,-4.13,-0.00,-0.00,0.00,0.15,0.27,-0.20,0.40,0.98,9.57,0.25,0.70,9.77,27,10.43
64.38,1.44,-4.13,0.00,-0.00,-0.00,0.14,0.27,-0.22,0.41,0.99,9.55,0.25,0.71,9.77,27,11.19
64.38,1.50,-4.13,-0.00,-0.00,0.00,0.15,0.28,-0.22,0.43,0.99,9.53,0.25,0.71,9.77,27,11.48
64.38,1.50,-4.19,-0.00,0.00,-0.00,0.16,0.26,-0.21,0.42,0.98,9.56,0.26,0.71,9.77,27,10.13
64.38,1.50,-4.19,0.00,0.00,-0.00,0.13,0.25,-0.19,0.39,0.97,9.58,0.26,0.72,9.77,27,9.91
64.31,1.50,-4.19,0.00,-0.00,0.00,0.15,0.26,-0.20,0.42,0.99,9.57,0.26,0.72,9.77,27,11.73
64.31,1.50,-4.25,-0.00,0.00,-0.00,0.14,0.26,-0.21,0.41,0.99,9.55,0.26,0.72,9.77,27,10.93
64.31,1.50,-4.25,-0.00,0.00,0.00,0.14,0.25,-0.23,0.42,0.98,9.59,0.26,0.73,9.77,27,11.84
64.31,1.50,-4.25,0.00,-0.00,0.00,0.15,0.25,-0.17,0.41,0.97,9.54,0.26,0.73,9.77,27,8.6
64.19,1.56,-4.25,-0.00,-0.00,-0.00,0.14,0.23,-0.23,0.41,0.98,9.57,0.26,0.73,9.77,27,11.3
64.19,1.56,-4.25,-0.00,0.00,0.00,0.14,0.25,-0.23,0.41,0.99,9.54,0.27,0.73,9.77,27,11.4
64.19,1.56,-4.31,0.00,0.00,-0.00,0.15,0.23,-0.25,0.42,0.97,9.52,0.27,0.74,9.77,27,11.99
64.19,1.56,-4.31,-0.00,-0.00,0.00,0.13,0.24,-0.19,0.41,0.98,9.57,0.27,0.74,9.77,27,8.88
64.00,1.56,-4.31,-0.00,-0.00,-0.00,0.14,0.26,-0.23,0.42,1.00,9.54,0.27,0.74,9.77,27,11.0
64.00,1.56,-4.38,0.00,0.00,0.00,0.14,0.26,-0.24,0.39,0.99,9.53,0.27,0.75,9.77,27,11.77
64.00,1.56,-4.38,0.00,0.00,0.00,0.13,0.23,-0.22,0.41,0.98,9.54,0.27,0.75,9.77,27,10.4
64.00,1.63,-4.38,-0.00,0.00,0.00,0.13,0.23,-0.23,0.41,0.98,9.54,0.27,0.75,9.77,27,9.01
64.00,1.63,-4.38,0.00,0.00,-0.00,0.13,0.22,-0.21,0.41,0.98,9.55,0.28,0.75,9.77,27,12.6
63.94,1.63,-4.38,0.00,0.00,-0.00,0.10,0.24,-0.21,0.38,1.00,9.55,0.28,0.75,9.77,27,14.01
63.94,1.63,-4.44,0.00,0.00,0.00,0.13,0.22,-0.23,0.40,0.98,9.58,0.28,0.76,9.77,27,7.94
63.94,1.63,-4.44,0.00,-0.00,-0.00,0.12,0.22,-0.18,0.43,0.99,9.54,0.28,0.76,9.77,27,18.08
63.94,1.63,-4.44,0.00,0.00,0.00,0.14,0.23,-0.20,0.43,1.00,9.56,0.28,0.76,9.77,27,3.85
63.88,1.63,-4.44,0.00,0.00,0.00,0.13,0.22,-0.23,0.42,0.99,9.54,0.28,0.76,9.77,27,26.25
63.88,1.63,-4.50,-0.00,0.00,0.00,0.11,0.23,-0.21,0.40,1.00,9.55,0.28,0.77,9.77,27,7.46
63.88,1.69,-4.50,0.00,0.00,0.00,0.10,0.22,-0.20,0.41,0.99,9.56,0.29,0.77,9.77,27,2.04
63.88,1.69,-4.50,0.00,0.00,0.00,0.12,0.22,-0.20,0.40,0.98,9.56,0.29,0.77,9.77,27,7.44
63.75,1.69,-4.50,-0.00,-0.00,0.00,0.11,0.22,-0.19,0.40,1.00,9.57,0.29,0.77,9.77,27,11.27
63.75,1.69,-4.50,-0.00,-0.00,0.00,0.12,0.21,-0.22,0.41,0.99,9.54,0.29,0.77,9.77,27,11.76
63.75,1.69,-4.50,0.00,-0.00,0.00,0.13,0.22,-0.21,0.42,1.00,9.55,0.29,0.78,9.77,27,10.69
63.75,1.69,-4.56,0.00,0.00,0.00,0.10,0.21,-0.19,0.40,0.99,9.58,0.29,0.78,9.77,27,8.34
63.69,1.69,-4.56,-0.00,0.00,0.00,0.10,0.21,-0.20,0.40,1.00,9.57,0.29,0.78,9.77,27,11.01
63.69,1.69,-4.56,0.00,0.00,0.00,0.13,0.21,-0.20,0.41,0.98,9.53,0.29,0.78,9.77,27,13.64
63.69,1.69,-4.56,-0.00,-0.00,-0.00,0.11,0.18,-0.22,0.41,0.97,9.54,0.29,0.78,9.77,27,9.45
63.69,1.69,-4.56,0.00,0.00,0.00,0.09,0.22,-0.21,0.39,1.01,9.55,0.29,0.78,9.77,27,9.89
63.69,1.69,-4.56,-0.00,0.00,-0.00,0.09,0.19,-0.21,0.39,0.98,9.55,0.29,0.79,9.77,27,9.6
63.63,1.75,-4.63,0.00,-0.00,-0.00,0.11,0.19,-0.19,0.41,0.98,9.57,0.30,0.79,9.76,27,10.41
63.63,1.75,-4.63,0.00,0.00,0.00,0.10,0.19,-0.18,0.41,0.99,9.58,0.30,0.79,9.76,27,11.17
63.63,1.75,-4.63,0.00,-0.00,0.00,0.10,0.20,-0.23,0.41,0.98,9.56,0.30,0.79,9.76,27,10.89
63.63,1.75,-4.63,0.00,-0.00,0.00,0.11,0.18,-0.20,0.42,0.99,9.56,0.30,0.79,9.76,27,12.55
63.56,1.75,-4.63,-0.00,-0.00,-0.00,0.11,0.22,-0.20,0.41,1.02,9.56,0.30,0.80,9.76,27,9.92
63.56,1.75,-4.63,-0.00,-0.00,-0.00,0.10,0.20,-0.21,0.40,1.00,9.55,0.30,0.80,9.76,27,10.36
63.56,1.75,-4.69,0.00,-0.00,-0.00,0.10,0.18,-0.19,0.41,0.98,9.57,0.30,0.80,9.76,27,11.76
63.56,1.75,-4.69,-0.00,-0.00,-0.00,0.11,0.21,-0.23,0.42,1.02,9.53,0.30,0.80,9.76,27,8.76
63.31,1.75,-4.69,-0.00,-0.00,0.00,0.10,0.16,-0.21,0.41,0.97,9.55,0.30,0.80,9.76,27,13.73
63.31,1.75,-4.69,0.00,-0.00,0.00,0.09,0.19,-0.22,0.41,0.99,9.52,0.30,0.80,9.76,28,9.33
63.31,1.75,-4.69,-0.00,-0.00,0.00,0.08,0.19,-0.23,0.39,1.00,9.53,0.30,0.80,9.76,28,12.69
63.31,1.75,-4.69,0.00,-0.00,0.00,0.10,0.19,-0.18,0.41,1.00,9.58,0.31,0.81,9.76,28,8.45
63.31,1.81,-4.69,0.00,-0.00,0.00,0.08,0.17,-0.21,0.39,0.98,9.55,0.31,0.81,9.76,28,11.37
63.06,1.81,-4.75,-0.00,-0.00,-0.00,0.09,0.16,-0.19,0.41,0.97,9.57,0.31,0.81,9.76,28,10.75
63.06,1.81,-4.75,-0.00,-0.00,-0.00,0.08,0.17,-0.22,0.39,0.98,9.54,0.31,0.81,9.76,28,11.66
63.06,1.81,-4.75,-0.00,-0.00,-0.00,0.08,0.16,-0.20,0.39,0.99,9.57,0.31,0.81,9.76,28,11.39
63.06,1.81,-4.75,-0.00,-0.00,-0.00,0.08,0.18,-0.19,0.40,1.00,9.58,0.31,0.81,9.76,28,9.4
62.94,1.81,-4.75,-0.00,-0.00,-0.00,0.10,0.18,-0.21,0.41,1.00,9.55,0.31,0.81,9.76,28,11.7
62.94,1.81,-4.75,-0.00,-0.00,-0.00,0.11,0.16,-0.18,0.42,0.98,9.58,0.31,0.81,9.76,28,8.5
62.94,1.81,-4.75,0.00,-0.00,-0.00,0.11,0.17,-0.22,0.43,0.99,9.54,0.31,0.82,9.76,28,23.5
62.94,1.81,-4.75,-0.00,-0.00,0.00,0.08,0.17,-0.17,0.40,1.00,9.58,0.31,0.82,9.76,28,6.78
62.81,1.81,-4.81,-0.00,-0.00,0.00,0.08,0.19,-0.19,0.42,0.98,9.58,0.31,0.82,9.76,28,1.12
62.81,1.81,-4.81,0.00,-0.00,0.00,0.10,0.16,-0.18,0.40,0.99,9.54,0.31,0.82,9.76,28,13.66
62.81,1.81,-4.81,0.00,-0.00,-0.00,0.10,0.17,-0.18,0.42,1.00,9.58,0.31,0.82,9.76,28,9.17
62.81,1.81,-4.81,0.00,-0.00,0.00,0.09,0.17,-0.21,0.41,1.00,9.54,0.31,0.82,9.76,28,8.32
62.81,1.81,-4.81,0.00,0.00,0.00,0.09,0.14,-0.19,0.41,0.97,9.57,0.31,0.82,9.76,28,11.07
62.81,1.81,-4.81,-0.00,0.00,0.00,0.08,0.16,-0.20,0.40,0.99,9.56,0.32,0.82,9.76,28,11.1
62.81,1.81,-4.81,0.00,0.00,-0.00,0.08,0.15,-0.23,0.40,0.99,9.53,0.32,0.83,9.76,28,11.66
62.81,1.88,-4.81,0.00,-0.00,0.00,0.08,0.16,-0.23,0.43,0.99,9.55,0.32,0.83,9.76,28,10.34
62.81,1.88,-4.81,-0.00,-0.00,0.00,0.11,0.16,-0.20,0.39,0.97,9.54,0.32,0.83,9.76,28,8.68
62.81,1.88,-4.88,0.00,0.00,0.00,0.09,0.18,-0.20,0.41,1.01,9.56,0.32,0.83,9.76,28,11.49
62.81,1.88,-4.88,-0.00,-0.00,0.00,0.07,0.16,-0.21,0.40,1.00,9.54,0.32,0.83,9.76,28,12.33
62.81,1.88,-4.88,-0.00,0.00,0.00,0.08,0.14,-0.23,0.40,0.97,9.52,0.32,0.83,9.76,28,10.66
62.81,1.88,-4.88,0.00,-0.00,0.00,0.08,0.15,-0.20,0.41,0.99,9.55,0.32,0.83,9.76,28,8.97
62.75,1.88,-4.88,0.00,0.00,0.00,0.08,0.15,-0.21,0.41,1.00,9.54,0.32,0.83,9.76,28,11.0
62.75,1.88,-4.88,0.00,-0.00,0.00,0.08,0.16,-0.19,0.40,1.00,9.56,0.32,0.84,9.76,28,10.8
62.75,1.88,-4.88,-0.00,0.00,0.00,0.07,0.14,-0.21,0.39,0.98,9.54,0.32,0.84,9.76,28,11.2
62.75,1.88,-4.88,0.00,-0.00,-0.00,0.08,0.15,-0.21,0.41,1.00,9.55,0.32,0.84,9.76,28,9.0
62.69,1.88,-4.88,0.00,-0.00,0.00,0.08,0.13,-0.19,0.41,0.97,9.57,0.32,0.84,9.76,28,10.14
62.69,1.88,-4.88,0.00,0.00,0.00,0.07,0.15,-0.21,0.40,1.00,9.54,0.32,0.84,9.76,28,11.62
62.69,1.88,-4.94,-0.00,0.00,0.00,0.08,0.12,-0.19,0.40,0.99,9.54,0.32,0.84,9.76,28,11.19
62.69,1.88,-4.94,-0.00,-0.00,0.00,0.08,0.16,-0.18,0.41,1.01,9.57,0.32,0.84,9.76,28,11.88
62.69,1.88,-4.94,0.00,-0.00,-0.00,0.06,0.12,-0.18,0.39,0.97,9.57,0.32,0.84,9.76,28,9.7
62.63,1.88,-4.94,-0.00,0.00,0.00,0.10,0.13,-0.21,0.43,0.98,9.54,0.32,0.84,9.76,28,10.14
62.63,1.88,-4.94,0.00,0.00,-0.00,0.07,0.13,-0.21,0.40,0.98,9.54,0.32,0.84,9.76,28,12.05
62.63,1.88,-4.94,0.00,-0.00,0.00,0.06,0.13,-0.23,0.39,0.98,9.53,0.33,0.84,9.76,28,10.3
62.63,1.88,-4.94,-0.00,-0.00,0.00,0.07,0.14,-0.20,0.40,0.99,9.56,0.33,0.85,9.76,28,9.11
62.56,1.88,-4.94,-0.00,-0.00,0.00,0.07,0.14,-0.20,0.40,1.00,9.56,0.33,0.85,9.76,28,11.52
62.56,1.88,-4.94,0.00,-0.00,0.00,0.07,0.13,-0.21,0.41,0.99,9.54,0.33,0.85,9.76,28,12.92
62.56,1.94,-4.94,0.00,-0.00,0.00,0.07,0.13,-0.23,0.41,0.99,9.53,0.33,0.85,9.76,28,9.12
62.56,1.94,-4.94,0.00,0.00,0.00,0.06,0.12,-0.17,0.40,0.98,9.58,0.33,0.85,9.76,28,8.94
62.56,1.94,-4.94,0.00,0.00,0.00,0.06,0.14,-0.20,0.39,0.99,9.55,0.33,0.85,9.76,28,11.29
62.56,1.94,-5.00,-0.00,0.00,0.00,0.07,0.14,-0.21,0.41,0.99,9.55,0.33,0.85,9.76,28,10.35
62.56,1.94,-5.00,0.00,0.00,-0.00,0.06,0.11,-0.24,0.42,0.99,9.55,0.33,0.85,9.76,28,11.15
62.56,1.94,-5.00,0.00,0.00,0.00,0.08,0.13,-0.18,0.41,0.99,9.58,0.33,0.85,9.76,28,11.13
62.56,1.94,-5.00,-0.00,0.00,0.00,0.06,0.15,-0.18,0.40,1.01,9.57,0.33,0.85,9.76,28,10.18
62.44,1.94,-5.00,-0.00,-0.00,0.00,0.08,0.13,-0.20,0.42,0.99,9.55,0.33,0.85,9.76,28,10.96
62.44,1.94,-5.00,-0.00,-0.00,0.00,0.05,0.10,-0.21,0.39,0.96,9.55,0.33,0.85,9.76,28,10.47
62.44,1.94,-5.00,0.00,0.00,-0.00,0.07,0.15,-0.18,0.41,1.01,9.57,0.33,0.86,9.76,28,10.73
62.44,1.94,-5.00,-0.00,0.00,0.00,0.09,0.12,-0.21,0.43,0.98,9.54,0.33,0.86,9.76,28,9.65
62.25,1.94,-5.00,-0.00,-0.00,-0.00,0.06,0.12,-0.20,0.40,0.97,9.58,0.33,0.86,9.76,28,11.28
62.25,1.94,-5.00,-0.00,-0.00,0.00,0.07,0.11,-0.20,0.41,0.97,9.55,0.33,0.86,9.76,28,11.64
62.25,1.94,-5.00,0.00,-0.00,0.00,0.07,0.11,-0.22,0.41,0.97,9.53,0.33,0.86,9.76,28,11.05
62.25,1.94,-5.00,0.00,0.00,0.00,0.06,0.09,-0.19,0.40,0.96,9.56,0.33,0.86,9.76,28,9.53
62.19,1.94,-5.00,-0.00,-0.00,0.00,0.06,0.12,-0.20,0.40,0.99,9.55,0.33,0.86,9.76,28,11.26
62.19,1.94,-5.00,0.00,-0.00,0.00,0.05,0.12,-0.20,0.39,0.99,9.56,0.33,0.86,9.76,28,11.53
62.19,1.94,-5.06,-0.00,-0.00,0.00,0.05,0.13,-0.16,0.42,1.00,9.55,0.33,0.86,9.76,28,11.09
62.19,1.94,-5.06,-0.00,-0.00,-0.00,0.07,0.12,-0.19,0.41,0.98,9.56,0.33,0.86,9.76,28,10.85
62.19,1.94,-5.06,-0.00,-0.00,0.00,0.05,0.11,-0.19,0.39,0.98,9.56,0.34,0.86,9.76,28,10.36
62.19,1.94,-5.06,-0.00,0.00,-0.00,0.08,0.11,-0.16,0.42,0.98,9.59,0.34,0.86,9.76,28,9.95
62.19,1.94,-5.06,0.00,-0.00,-0.00,0.06,0.12,-0.22,0.40,0.99,9.53,0.34,0.86,9.76,28,11.59
62.19,1.94,-5.06,-0.00,0.00,0.00,0.06,0.10,-0.21,0.40,0.97,9.54,0.34,0.86,9.76,28,10.95
62.19,1.94,-5.06,-0.00,-0.00,0.00,0.06,0.11,-0.22,0.41,0.98,9.54,0.34,0.86,9.76,28,10.06
62.19,1.94,-5.06,-0.00,-0.00,-0.00,0.07,0.11,-0.22,0.41,0.97,9.52,0.34,0.87,9.76,28,11.35
62.19,1.94,-5.06,-0.00,0.00,0.00,0.07,0.12,-0.22,0.41,0.99,9.54,0.34,0.87,9.76,28,11.19
62.19,2.00,-5.06,0.00,-0.00,0.00,0.09,0.12,-0.20,0.43,1.00,9.56,0.34,0.87,9.76,28,11.35
62.19,2.00,-5.06,0.00,0.00,0.00,0.05,0.11,-0.21,0.40,0.98,9.55,0.34,0.87,9.76,28,9.0
62.19,2.00,-5.06,0.00,-0.00,-0.00,0.06,0.12,-0.21,0.40,0.99,9.54,0.34,0.87,9.76,28,10.1
62.19,2.00,-5.06,0.00,0.00,-0.00,0.05,0.12,-0.20,0.40,0.99,9.55,0.34,0.87,9.76,28,11.64
62.19,2.00,-5.06,0.00,0.00,0.00,0.06,0.10,-0.22,0.42,0.98,9.54,0.34,0.87,9.76,28,11.35
62.19,2.00,-5.06,0.00,0.00,0.00,0.06,0.10,-0.17,0.40,0.98,9.58,0.34,0.87,9.76,28,11.36
62.19,2.00,-5.06,-0.00,-0.00,-0.00,0.05,0.10,-0.20,0.39,0.98,9.55,0.34,0.87,9.76,28,10.09
62.19,2.00,-5.13,0.00,0.00,0.00,0.06,0.11,-0.19,0.40,0.99,9.56,0.34,0.87,9.76,28,11.47
62.19,2.00,-5.13,-0.00,-0.00,0.00,0.05,0.11,-0.20,0.39,0.99,9.55,0.34,0.87,9.76,28,10.38
62.19,2.00,-5.13,-0.00,-0.00,-0.00,0.06,0.11,-0.19,0.38,0.96,9.55,0.34,0.87,9.76,28,11.85
62.19,2.00,-5.13,0.00,-0.00,-0.00,0.03,0.09,-0.20,0.41,0.99,9.56,0.34,0.87,9.76,28,9.95
62.19,2.00,-5.13,-0.00,0.00,0.00,0.06,0.09,-0.21,0.41,0.97,9.54,0.34,0.87,9.76,28,10.66
62.19,2.00,-5.13,-0.00,0.00,0.00,0.05,0.11,-0.24,0.39,0.99,9.51,0.34,0.87,9.76,28,11.03
62.19,2.00,-5.13,0.00,0.00,-0.00,0.07,0.11,-0.21,0.42,0.99,9.54,0.34,0.87,9.76,28,11.32
62.19,2.00,-5.13,0.00,0.00,0.00,0.06,0.08,-0.17,0.41,0.96,9.58,0.34,0.88,9.76,28,8.84
62.19,2.00,-5.13,-0.00,0.00,-0.00,0.06,0.11,-0.19,0.41,0.99,9.56,0.34,0.88,9.76,28,11.36
62.19,2.00,-5.13,0.00,-0.00,0.00,0.06,0.11,-0.20,0.40,0.98,9.52,0.34,0.88,9.76,28,10.55
