orix,oriy,oriz,gyrox,gyroy,gyroz,linerx,linery,linerz,accx,accy,accz,gravx,gravy,gravz,temps,ms
342.25,-21.88,80.13,-2.99,0.06,-1.12,3.29,9.20,-1.65,-0.27,0.16,-0.36,-3.56,-9.04,1.29,28,11.64
342.38,-21.31,81.88,-2.96,0.04,-1.12,3.19,9.18,-1.40,-0.27,0.07,-0.37,-3.46,-9.11,1.02,28,10.74
342.56,-20.06,85.19,-2.95,0.03,-1.13,3.09,9.22,-1.14,-0.27,0.04,-0.37,-3.36,-9.17,0.76,28,15.88
342.69,-19.44,86.81,-2.93,0.02,-1.13,2.96,9.27,-0.87,-0.30,0.04,-0.37,-3.26,-9.23,0.50,28,6.38
342.81,-18.81,88.44,-2.92,0.01,-1.13,2.91,9.28,-0.62,-0.25,-0.01,-0.40,-3.06,-9.31,-0.01,28,12.91
342.94,-18.19,90.06,-2.90,0.00,-1.13,2.70,9.36,-0.09,-0.25,0.02,-0.37,-2.96,-9.34,-0.27,28,8.01
343.19,-16.94,93.25,-2.88,-0.01,-1.13,2.60,9.35,0.21,-0.25,0.00,-0.33,-2.86,-9.36,-0.54,28,11.06
343.31,-16.31,94.88,-2.87,-0.02,-1.13,2.48,9.35,0.48,-0.27,-0.01,-0.31,-2.75,-9.37,-0.80,28,11.0
343.44,-15.69,96.44,-2.86,-0.02,-1.12,2.39,9.35,0.74,-0.26,-0.04,-0.36,-2.55,-9.37,-1.31,28,12.0
343.56,-15.06,97.94,-2.85,-0.03,-1.12,2.22,9.30,1.22,-0.23,-0.05,-0.34,-2.45,-9.36,-1.57,28,13.77
343.69,-14.44,99.50,-2.83,-0.03,-1.12,2.13,9.28,1.49,-0.21,-0.05,-0.33,-2.35,-9.34,-1.83,28,11.25
344.00,-13.25,102.56,-2.82,-0.03,-1.12,2.03,9.29,1.74,-0.21,-0.02,-0.33,-2.25,-9.31,-2.08,28,9.34
344.13,-12.63,104.13,-2.82,-0.03,-1.12,1.91,9.19,2.00,-0.23,-0.08,-0.33,-2.05,-9.23,-2.58,28,9.0
344.25,-12.06,105.63,-2.81,-0.03,-1.11,1.82,9.21,2.21,-0.23,-0.05,-0.36,-1.95,-9.18,-2.83,28,11.99
344.44,-11.50,107.13,-2.80,-0.03,-1.11,1.66,9.08,2.73,-0.19,-0.03,-0.34,-1.85,-9.12,-3.08,28,10.62
344.56,-10.88,108.63,-2.79,-0.04,-1.10,1.55,9.01,2.97,-0.20,-0.03,-0.34,-1.76,-9.05,-3.32,28,10.94
344.88,-9.75,111.69,-2.79,-0.04,-1.10,1.43,8.94,3.21,-0.22,-0.03,-0.35,-1.66,-8.97,-3.57,28,11.31
345.06,-9.19,113.19,-2.78,-0.04,-1.10,1.36,8.86,3.39,-0.22,-0.04,-0.37,-1.48,-8.80,-4.04,28,10.7
345.25,-8.63,114.63,-2.77,-0.04,-1.10,1.25,8.76,3.67,-0.21,-0.02,-0.39,-1.38,-8.71,-4.28,28,11.16
345.44,-8.13,116.13,-2.77,-0.04,-1.10,1.17,8.69,3.88,-0.24,0.00,-0.40,-1.29,-8.60,-4.51,28,10.24
345.63,-7.56,117.63,-2.76,-0.04,-1.09,0.97,8.48,4.34,-0.23,-0.01,-0.39,-1.21,-8.49,-4.74,28,10.95
346.06,-6.56,120.63,-2.74,-0.04,-1.09,0.88,8.38,4.53,-0.23,0.00,-0.42,-1.12,-8.38,-4.96,28,11.64
346.25,-6.06,122.06,-2.73,-0.03,-1.09,0.78,8.27,4.76,-0.25,0.01,-0.42,-0.95,-8.13,-5.39,28,11.71
346.50,-5.56,123.56,-2.72,-0.04,-1.09,0.71,8.15,4.96,-0.25,0.03,-0.44,-0.87,-7.99,-5.61,28,9.1
346.75,-5.06,125.00,-2.71,-0.03,-1.08,0.61,8.03,5.17,-0.26,0.03,-0.47,-0.78,-7.85,-5.81,28,10.43
347.00,-4.56,126.50,-2.70,-0.03,-1.07,0.45,7.73,5.50,-0.25,0.03,-0.52,-0.71,-7.70,-6.02,28,11.14
347.56,-3.69,129.44,-2.70,-0.03,-1.07,0.35,7.58,5.72,-0.27,0.03,-0.49,-0.63,-7.55,-6.22,28,12.23
347.88,-3.25,130.94,-2.69,-0.03,-1.07,0.26,7.43,5.91,-0.29,0.04,-0.50,-0.55,-7.39,-6.41,28,8.25
348.19,-2.81,132.38,-2.68,-0.03,-1.07,0.19,7.30,6.10,-0.29,0.06,-0.49,-0.41,-7.06,-6.79,28,10.29
348.50,-2.38,133.88,-2.68,-0.04,-1.07,-0.01,6.97,6.40,-0.36,0.08,-0.56,-0.34,-6.88,-6.97,28,12.27
174.56,-2.00,135.31,-2.67,-0.04,-1.06,-0.07,6.79,6.57,-0.34,0.08,-0.57,-0.27,-6.70,-7.14,28,12.33
173.31,-1.19,138.25,-2.67,-0.04,-1.06,-0.13,6.60,6.79,-0.34,0.07,-0.52,-0.21,-6.52,-7.31,28,9.34
172.81,-0.81,139.69,-2.66,-0.04,-1.05,-0.20,6.41,6.95,-0.34,0.08,-0.53,-0.14,-6.33,-7.48,28,10.05
172.25,-0.50,141.19,-2.66,-0.04,-1.05,-0.26,6.24,7.08,-0.34,0.12,-0.57,-0.02,-5.94,-7.79,28,11.69
171.63,-0.13,142.63,-2.65,-0.04,-1.05,-0.39,5.87,7.34,-0.36,0.12,-0.60,0.02,-5.74,-7.94,28,11.95
171.06,0.13,144.13,-2.64,-0.04,-1.04,-0.45,5.66,7.49,-0.37,0.13,-0.59,0.08,-5.53,-8.09,28,10.59
170.50,0.44,145.56,-2.64,-0.04,-1.04,-0.48,5.47,7.57,-0.35,0.15,-0.66,0.13,-5.32,-8.23,28,12.01
169.50,1.00,148.50,-2.63,-0.04,-1.03,-0.53,5.30,7.73,-0.35,0.18,-0.63,0.18,-5.11,-8.36,28,9.98
168.94,1.31,150.00,-2.62,-0.04,-1.03,-0.58,5.12,7.80,-0.33,0.22,-0.71,0.27,-4.68,-8.61,28,11.0
168.38,1.56,151.44,-2.62,-0.04,-1.03,-0.61,4.90,7.89,-0.31,0.25,-0.74,0.31,-4.45,-8.72,28,10.96
167.88,1.81,152.94,-2.62,-0.04,-1.03,-0.67,4.48,8.09,-0.31,0.25,-0.74,0.35,-4.23,-8.83,28,9.54
167.50,2.06,154.38,-2.61,-0.04,-1.02,-0.74,4.30,8.17,-0.35,0.30,-0.76,0.39,-4.00,-8.94,28,13.12
166.44,2.44,157.31,-2.60,-0.04,-1.02,-0.77,4.11,8.27,-0.35,0.34,-0.76,0.42,-3.77,-9.04,28,10.76
165.94,2.63,158.75,-2.60,-0.04,-1.01,-0.82,3.88,8.35,-0.35,0.34,-0.77,0.48,-3.30,-9.21,28,11.19
165.38,2.81,160.25,-2.59,-0.03,-1.01,-0.84,3.65,8.44,-0.36,0.44,-0.83,0.51,-3.07,-9.29,28,9.13
165.13,3.00,161.69,-2.58,-0.03,-1.01,-0.88,3.51,8.46,-0.36,0.45,-0.85,0.54,-2.83,-9.37,28,12.45
164.63,3.13,163.13,-2.58,-0.03,-0.99,-0.91,3.11,8.55,-0.35,0.52,-0.88,0.56,-2.59,-9.44,28,10.72
163.56,3.44,166.06,-2.57,-0.02,-0.99,-0.93,2.95,8.60,-0.34,0.60,-0.90,0.58,-2.35,-9.50,28,11.76
163.06,3.50,167.50,-2.57,-0.02,-0.99,-0.95,2.71,8.59,-0.34,0.61,-0.96,0.60,-2.10,-9.55,28,10.07
162.75,3.63,169.00,-2.57,-0.02,-0.98,-2.35,18.93,-8.55,-1.73,17.07,-18.15,0.49,-1.58,-9.66,28,8.82
161.69,2.88,170.63,-2.85,-1.67,-1.84,6.06,-6.62,-8.44,6.33,-7.83,-18.17,0.27,-1.20,-9.72,28,11.56
159.44,1.56,172.94,-2.85,-3.60,-3.58,19.03,12.81,-2.55,19.01,11.88,-12.32,-0.02,-0.93,-9.76,28,11.26
156.13,-1.81,175.56,-1.94,-3.28,-2.09,-15.27,-16.78,10.67,-15.58,-17.53,0.90,-0.31,-0.75,-9.77,28,11.47
155.63,-2.81,176.25,-1.24,-1.84,-0.96,-38.49,-6.55,13.21,-38.98,-7.19,3.43,-0.32,-0.50,-9.78,28,11.2
156.69,-1.88,177.00,-1.32,1.80,1.89,6.72,19.43,-6.06,6.70,18.95,-15.86,-0.02,-0.47,-9.79,28,10.69
159.00,-0.13,177.19,1.14,3.77,3.22,16.41,-5.55,10.86,16.72,-6.14,1.07,0.31,-0.59,-9.78,28,12.23
161.75,3.88,175.31,2.12,3.85,1.46,13.64,-0.62,1.37,14.30,-1.41,-8.37,0.66,-0.79,-9.75,28,9.5
161.19,6.00,173.94,2.51,3.81,-1.00,9.06,-4.65,-4.14,10.09,-5.68,-13.83,1.03,-1.02,-9.69,28,9.96
160.69,8.19,172.56,2.51,3.81,-1.00,7.82,-4.73,-5.53,8.23,-6.01,-21.86,1.75,-1.45,-9.53,28,11.89
160.13,10.31,171.31,2.39,3.73,-1.10,5.19,-4.60,-14.04,7.24,-6.23,-23.49,2.04,-1.63,-9.45,28,11.22
159.69,12.00,170.13,2.15,2.37,-0.67,4.09,-3.07,-14.53,6.36,-4.89,-23.90,2.26,-1.81,-9.36,28,13.11
159.00,14.31,167.81,2.17,1.69,-0.44,3.13,-1.99,-14.63,5.56,-4.00,-23.92,2.42,-2.00,-9.28,28,10.24
158.81,14.88,166.56,2.16,0.98,-0.17,3.88,-0.91,-14.59,6.40,-3.10,-23.81,2.55,-2.38,-9.16,28,10.12
158.69,15.06,165.38,2.13,0.38,0.04,5.09,-0.34,-14.26,8.22,-2.47,-23.08,2.54,-2.57,-9.11,28,12.11
158.63,15.00,164.19,2.24,-0.41,0.11,4.91,0.20,-12.15,7.42,-2.56,-21.22,2.50,-2.77,-9.06,28,10.93
158.44,14.75,162.94,2.30,-0.59,0.02,3.55,0.13,-11.25,6.01,-2.84,-20.27,2.45,-2.98,-9.01,28,10.25
157.94,14.13,160.44,2.32,-0.66,-0.12,2.67,-0.41,-10.33,5.07,-3.59,-19.29,2.39,-3.17,-8.96,28,11.02
157.56,13.81,159.25,2.31,-0.68,-0.30,1.91,-0.75,-9.31,3.44,-5.17,-16.36,2.30,-3.55,-8.84,28,11.51
157.06,13.56,158.06,2.27,-0.69,-0.50,1.14,-1.62,-7.52,3.14,-5.21,-15.63,2.26,-3.72,-8.78,28,11.0
156.44,13.31,156.94,2.19,-0.72,-0.68,0.87,-1.48,-6.85,2.95,-5.10,-15.15,2.23,-3.88,-8.72,28,13.76
155.75,13.13,155.94,2.10,-0.77,-0.82,0.97,-0.65,-5.73,3.18,-4.68,-14.39,2.20,-4.03,-8.66,28,7.68
154.25,12.81,154.06,1.93,-0.78,-1.01,1.25,-0.48,-5.43,3.43,-4.66,-14.03,2.17,-4.17,-8.60,28,13.23
153.44,12.69,153.19,1.88,-0.75,-1.09,1.59,-0.36,-5.02,3.61,-4.20,-12.47,2.15,-4.44,-8.47,28,10.95
152.56,12.63,152.31,1.89,-0.71,-1.17,1.46,0.23,-4.00,3.69,-4.42,-12.16,2.15,-4.56,-8.40,28,8.41
151.63,12.63,151.44,1.89,-0.67,-1.26,1.54,0.14,-3.76,5.27,-5.08,-12.12,2.15,-4.69,-8.33,28,9.97
150.69,12.69,150.56,1.92,-0.69,-1.42,3.00,-0.36,-3.39,5.17,-5.18,-11.65,2.16,-4.81,-8.26,28,11.59
148.63,12.75,148.81,1.95,-0.78,-1.43,1.90,-0.53,-2.81,4.08,-5.48,-10.99,2.17,-4.94,-8.18,28,11.5
147.56,12.75,147.94,2.01,-0.88,-1.40,1.45,-0.84,-2.65,3.62,-5.91,-10.76,2.17,-5.07,-8.10,28,10.31
146.50,12.69,147.00,2.09,-0.99,-1.37,1.13,-0.78,-2.03,3.30,-5.99,-10.05,2.14,-5.34,-7.93,28,13.25
145.44,12.63,146.00,2.19,-1.10,-1.34,1.31,-0.30,-1.53,3.43,-5.79,-9.37,2.12,-5.49,-7.83,28,8.63
144.31,12.44,144.94,2.35,-1.38,-1.31,1.49,-0.43,-1.69,3.58,-6.07,-9.43,2.08,-5.64,-7.74,28,11.6
142.06,12.00,142.75,2.40,-1.54,-1.30,2.21,-0.02,-2.14,4.25,-5.82,-9.78,2.04,-5.79,-7.63,28,10.96
140.88,11.69,141.69,2.40,-1.69,-1.26,2.44,-0.10,-2.61,4.43,-6.05,-10.15,1.99,-5.95,-7.53,28,10.41
139.69,11.38,140.63,2.36,-1.81,-1.23,2.00,-0.56,-2.82,3.62,-7.03,-10.64,1.87,-6.23,-7.32,28,12.03
138.50,11.00,139.56,2.30,-1.88,-1.23,0.50,-1.60,-3.26,2.31,-7.97,-10.49,1.81,-6.37,-7.22,28,10.34
136.06,10.38,137.63,2.07,-1.81,-1.28,-0.16,-1.83,-2.92,1.61,-8.32,-10.05,1.77,-6.49,-7.13,28,10.11
134.88,10.19,136.81,1.92,-1.71,-1.33,-0.42,-1.95,-2.73,1.31,-8.55,-9.77,1.73,-6.60,-7.03,28,9.78
133.69,10.06,136.00,1.75,-1.56,-1.38,-0.46,-1.72,-2.55,1.06,-7.83,-8.78,1.72,-6.78,-6.87,28,10.98
340.94,10.06,135.31,1.60,-1.40,-1.42,-0.65,-1.05,-1.91,0.69,-7.38,-8.38,1.73,-6.85,-6.79,28,11.04
339.69,10.13,134.69,1.42,-1.07,-1.35,-1.43,-0.02,-1.13,0.31,-6.95,-7.85,1.75,-6.92,-6.71,28,14.38
338.63,10.25,134.06,1.40,-0.91,-1.24,-2.11,-0.14,-0.36,-0.33,-7.14,-7.00,1.77,-6.99,-6.63,28,6.36
337.00,10.56,132.81,1.43,-0.75,-1.11,-2.30,-0.44,-0.27,-0.50,-7.51,-6.82,1.80,-7.06,-6.55,28,10.99
336.38,10.75,132.13,1.46,-0.61,-0.99,-2.57,-0.69,-0.23,-0.13,-8.18,-7.04,1.86,-7.21,-6.37,28,11.56
335.81,10.94,131.38,1.46,-0.50,-0.85,-0.02,-2.63,-1.31,1.86,-9.91,-7.59,1.89,-7.28,-6.28,28,10.77
335.38,11.06,130.75,1.37,-0.42,-0.79,0.23,-2.08,-0.96,2.15,-9.43,-7.16,1.92,-7.34,-6.20,28,12.08
335.00,11.31,130.13,1.19,-0.40,-0.77,0.05,-1.06,-0.61,2.00,-8.46,-6.73,1.95,-7.40,-6.12,28,8.94
334.19,11.63,129.00,1.20,-0.41,-0.70,-0.25,-0.13,-0.12,1.72,-7.60,-6.16,1.98,-7.46,-6.04,28,11.8
333.75,11.75,128.38,1.27,-0.42,-0.60,-0.46,-0.08,0.00,1.45,-7.44,-5.64,2.01,-7.59,-5.87,28,10.98
333.13,11.81,127.69,1.37,-0.44,-0.51,-0.55,0.14,0.23,1.45,-7.44,-5.64,2.01,-7.66,-5.77,28,11.15
333.00,11.88,126.94,1.47,-0.45,-0.43,-0.67,-0.33,0.14,1.28,-8.75,-5.73,2.02,-7.74,-5.66,28,10.09
332.25,11.88,126.13,1.59,-0.49,-0.28,-0.56,-1.40,-0.37,1.45,-9.22,-5.92,2.01,-7.82,-5.55,28,11.65
330.69,11.75,124.50,1.56,-0.53,-0.22,-0.50,-1.71,-0.60,1.49,-9.61,-6.05,2.00,-7.90,-5.44,28,10.29
329.81,11.69,123.81,1.46,-0.58,-0.20,0.49,-2.67,-1.21,2.48,-10.65,-6.56,1.98,-7.97,-5.34,28,11.11
329.50,11.56,123.13,1.29,-0.63,-0.23,0.76,-2.17,-1.39,2.74,-10.21,-6.65,1.95,-8.09,-5.18,28,11.69
328.69,11.50,122.63,1.12,-0.67,-0.23,0.75,-1.34,-1.10,2.69,-9.48,-6.22,1.94,-8.13,-5.12,28,10.15
327.94,11.38,122.13,0.85,-0.67,-0.25,0.28,-0.78,-0.57,2.20,-8.96,-5.63,1.92,-8.17,-5.06,28,11.06
326.63,11.25,121.44,0.77,-0.61,-0.29,-0.08,-0.82,-0.38,1.83,-9.02,-5.39,1.92,-8.20,-5.01,28,11.82
326.44,11.31,121.06,0.72,-0.53,-0.36,-0.33,-0.53,-0.13,1.59,-8.76,-5.09,1.92,-8.23,-4.96,28,9.25
326.13,11.38,120.75,0.69,-0.43,-0.43,-0.57,-0.71,-0.05,1.33,-8.88,-5.00,1.96,-8.28,-4.87,28,11.68
325.94,11.50,120.44,0.67,-0.33,-0.48,-0.60,-0.48,-0.21,1.38,-8.78,-5.04,1.98,-8.30,-4.82,28,10.46
325.81,11.69,120.13,0.66,-0.21,-0.51,-0.51,-0.64,-0.38,1.50,-8.96,-5.15,2.02,-8.32,-4.77,28,10.35
326.13,12.06,119.50,0.65,-0.20,-0.50,-0.70,-0.77,-0.59,1.34,-9.11,-5.31,2.05,-8.34,-4.72,28,10.16
326.06,12.19,119.19,0.64,-0.20,-0.45,-1.00,-0.83,-0.64,1.07,-9.20,-5.32,2.10,-8.38,-4.63,28,10.45
325.94,12.31,118.88,0.62,-0.21,-0.39,-1.37,-0.85,-0.71,0.47,-9.58,-5.40,2.11,-8.40,-4.59,28,12.01
325.75,12.44,118.63,0.58,-0.23,-0.31,-1.78,-1.29,-0.93,0.33,-9.71,-5.48,2.12,-8.42,-4.55,28,10.0
325.50,12.50,118.38,0.45,-0.29,-0.15,-1.90,-1.19,-1.06,0.21,-9.63,-5.58,2.12,-8.43,-4.52,28,10.0
325.44,12.44,118.00,0.35,-0.33,-0.08,-1.88,-1.04,-1.20,0.22,-9.49,-5.70,2.11,-8.45,-4.49,28,11.59
325.06,12.31,117.88,0.26,-0.38,-0.03,-1.86,-0.59,-1.68,0.29,-9.08,-6.42,2.08,-8.47,-4.47,28,13.76
324.63,12.25,117.81,0.19,-0.43,0.00,-1.78,-0.60,-1.94,0.26,-9.10,-6.57,2.05,-8.47,-4.47,28,8.54
324.19,12.06,117.81,0.16,-0.48,0.02,-1.79,-0.63,-2.10,-0.12,-9.21,-6.58,2.03,-8.48,-4.47,28,10.34
324.19,11.94,117.75,0.16,-0.51,0.03,-2.41,-0.81,-1.97,-0.40,-9.30,-6.44,2.00,-8.49,-4.46,28,10.79
323.06,11.63,117.69,0.16,-0.54,0.09,-2.62,-1.05,-1.83,-0.65,-9.55,-6.30,1.97,-8.50,-4.46,28,10.26
322.44,11.38,117.63,0.14,-0.55,0.17,-3.04,-1.46,-1.78,-1.10,-9.97,-6.24,1.89,-8.52,-4.46,28,12.52
321.81,11.13,117.63,0.11,-0.56,0.25,-3.69,-1.78,-1.53,-2.07,-10.31,-5.80,1.84,-8.53,-4.47,28,11.37
321.44,10.81,117.63,0.06,-0.57,0.34,-3.91,-1.78,-1.33,-2.01,-10.24,-5.88,1.78,-8.53,-4.48,28,9.65
320.69,10.44,117.69,-0.00,-0.62,0.41,-3.67,-1.38,-1.88,-1.95,-9.92,-6.37,1.72,-8.54,-4.49,28,23.31
319.13,9.75,117.69,0.06,-0.67,0.37,-3.47,-1.52,-2.34,-1.81,-10.08,-6.84,1.60,-8.56,-4.49,28,2.89
318.31,9.38,117.63,0.19,-0.71,0.30,-3.31,-2.28,-3.21,-1.70,-10.84,-7.70,1.55,-8.58,-4.47,28,8.28
317.88,9.06,117.50,0.32,-0.76,0.27,-3.54,-2.92,-3.85,-3.41,-12.87,-9.42,1.48,-8.60,-4.45,28,11.45
316.94,8.69,117.38,0.33,-0.86,0.42,-5.66,-4.73,-5.50,-4.24,-13.35,-9.94,1.41,-8.62,-4.44,28,11.28
314.75,7.81,117.13,0.22,-0.89,0.54,-6.18,-5.03,-5.60,-4.85,-13.68,-10.04,1.33,-8.64,-4.43,28,11.39
313.56,7.25,117.13,0.08,-0.87,0.67,-6.88,-5.25,-5.10,-5.64,-13.91,-9.54,1.23,-8.65,-4.44,28,11.45
312.63,6.63,117.13,0.03,-0.84,0.80,-7.12,-5.45,-5.76,-5.98,-14.12,-10.20,1.02,-8.68,-4.44,28,10.05
311.38,6.00,117.06,0.14,-0.83,0.85,-7.94,-6.83,-8.80,-7.02,-15.54,-13.22,0.92,-8.70,-4.42,28,11.86
310.06,5.38,116.88,0.61,-1.06,0.78,-9.76,-9.67,-12.20,-8.95,-18.40,-16.58,0.80,-8.73,-4.37,28,11.36
307.13,4.06,116.25,0.68,-1.20,0.75,-12.55,-12.32,-13.72,-11.85,-21.09,-18.05,0.69,-8.77,-4.33,28,10.35
305.81,3.31,115.94,0.60,-1.24,0.79,-15.38,-15.95,-13.78,-14.80,-24.75,-18.07,0.57,-8.80,-4.28,28,11.59
304.25,2.56,115.75,0.43,-1.07,1.05,-19.53,-24.67,-13.55,-19.25,-33.51,-17.79,0.27,-8.83,-4.23,28,10.12
302.69,1.63,115.56,0.11,-0.69,2.08,-18.55,-27.28,-15.29,-18.48,-36.13,-19.52,0.07,-8.84,-4.22,28,11.55
298.88,-1.06,115.63,-0.23,-0.58,2.71,-11.04,-28.42,-18.85,-11.23,-37.26,-23.10,-0.18,-8.83,-4.24,28,11.22
296.63,-2.81,116.13,-0.78,-0.51,3.32,-4.59,-29.29,-18.93,-5.08,-38.08,-23.25,-0.48,-8.79,-4.31,28,12.87
294.00,-4.75,117.00,-1.52,-0.55,3.66,3.59,-26.33,-17.41,2.43,-34.89,-22.03,-1.16,-8.56,-4.62,28,9.42
291.06,-6.81,118.31,-2.89,-0.75,3.76,8.88,-21.09,-10.73,7.38,-29.48,-15.58,-1.50,-8.38,-4.85,28,11.48
284.63,-10.75,121.88,-3.11,-0.61,3.72,12.53,-18.76,-8.82,10.69,-26.94,-13.91,-1.83,-8.17,-5.09,28,13.22
281.56,-12.50,123.88,-3.22,-0.35,3.51,15.05,-15.60,-6.08,12.92,-23.55,-11.42,-2.12,-7.94,-5.33,28,8.94
278.88,-13.88,125.94,-3.40,-0.10,2.91,16.83,2.94,1.02,14.33,-4.50,-4.84,-2.49,-7.44,-5.86,28,11.3
276.44,-14.75,128.19,-4.17,-0.35,0.75,8.85,7.10,6.00,6.28,-0.07,-0.14,-2.57,-7.18,-6.15,28,11.15
271.56,-15.44,132.88,-4.26,-0.63,0.10,-0.77,8.29,8.05,-3.39,1.37,1.62,-2.61,-6.92,-6.43,28,9.17
268.88,-15.75,135.06,-4.16,-0.69,0.01,1.43,7.88,8.73,-1.22,1.22,2.04,-2.66,-6.66,-6.68,28,13.15
132.00,-16.00,137.31,-4.19,-0.64,-0.01,3.93,6.57,6.61,-0.50,0.15,1.89,-2.75,-6.09,-7.17,28,10.64
131.44,-16.25,139.63,-4.21,-0.69,-0.01,2.78,5.39,8.48,-0.01,-0.39,1.09,-2.79,-5.79,-7.39,28,11.08
130.94,-16.56,141.88,-4.21,-0.64,-0.00,2.94,6.13,8.27,0.10,0.63,0.66,-2.84,-5.49,-7.61,28,10.95
130.44,-16.81,144.13,-4.22,-0.66,-0.01,3.06,4.62,8.59,0.16,-0.54,0.78,-2.89,-5.17,-7.81,28,11.01
129.44,-17.44,148.69,-4.20,-0.63,-0.02,2.95,5.36,8.74,0.01,0.50,0.75,-2.94,-4.85,-7.99,28,10.4
129.00,-17.69,150.94,-4.19,-0.63,0.00,2.93,4.81,8.87,0.19,-0.58,0.58,-3.03,-4.19,-8.32,28,13.15
128.50,-18.00,153.25,-4.21,-0.63,0.00,3.17,3.94,9.19,0.08,0.09,0.71,-3.09,-3.85,-8.47,28,9.33
128.06,-18.31,155.50,-4.21,-0.63,-0.01,3.17,3.94,9.19,0.06,-0.03,0.54,-3.14,-3.50,-8.60,28,9.1
127.56,-18.69,157.81,-4.20,-0.63,-0.00,3.32,2.67,9.19,0.12,-0.47,0.47,-3.19,-3.15,-8.71,28,11.02
126.63,-19.31,162.38,-4.21,-0.63,-0.01,3.33,2.60,9.25,0.08,-0.19,0.43,-3.24,-2.79,-8.82,28,11.29
126.19,-19.63,164.69,-4.20,-0.63,-0.02,3.36,2.02,9.27,0.01,-0.39,0.29,-3.35,-2.07,-8.97,28,12.06
125.69,-20.00,167.00,-4.20,-0.63,-0.02,3.36,1.67,9.27,0.05,-0.38,0.29,-3.41,-1.70,-9.03,28,10.34
125.25,-20.31,169.31,-4.21,-0.63,-0.03,3.47,1.31,9.32,-0.02,-0.38,0.23,-3.46,-1.33,-9.07,28,10.22
124.75,-20.69,171.56,-4.20,-0.63,-0.03,3.52,0.59,9.28,0.00,-0.37,0.18,-3.52,-0.96,-9.10,28,12.31
123.81,-21.38,176.19,-4.20,-0.64,-0.03,3.57,0.17,9.30,0.00,-0.42,0.19,-3.57,-0.60,-9.11,28,12.6
123.38,-21.75,178.50,-4.19,-0.64,-0.03,3.59,-0.15,9.26,-0.04,-0.38,0.15,-3.63,-0.23,-9.10,28,20.17
122.88,-22.06,-179.13,-4.19,-0.65,-0.03,3.72,-0.49,9.21,0.03,-0.35,0.13,-3.75,0.50,-9.04,28,1.05
122.44,-22.44,-176.81,-4.18,-0.65,-0.03,3.80,-1.26,9.05,0.00,-0.40,0.05,-3.80,0.86,-8.99,28,10.27
121.94,-22.81,-174.50,-4.17,-0.67,-0.04,3.89,-1.60,8.94,0.02,-0.38,0.01,-3.86,1.22,-8.92,28,11.84
121.00,-23.56,-169.81,-4.16,-0.68,-0.04,3.99,-1.92,8.82,0.06,-0.34,-0.01,-3.92,1.58,-8.84,28,12.53
120.50,-23.94,-167.50,-4.16,-0.69,-0.04,4.05,-2.23,8.71,0.07,-0.30,-0.03,-3.98,1.93,-8.74,28,9.96
120.06,-24.31,-165.19,-4.15,-0.69,-0.05,4.09,-2.57,8.58,0.06,-0.28,-0.09,-4.10,2.62,-8.51,28,10.05
119.56,-24.69,-162.81,-4.15,-0.71,-0.05,4.20,-3.19,8.24,0.03,-0.23,-0.12,-4.16,2.96,-8.37,28,10.88
118.56,-25.50,-158.13,-4.15,-0.71,-0.05,4.27,-3.50,8.06,0.05,-0.21,-0.14,-4.22,3.29,-8.21,28,10.76
118.06,-25.81,-155.81,-4.14,-0.71,-0.05,4.32,-3.79,7.90,0.04,-0.17,-0.14,-4.27,3.61,-8.04,28,10.65
117.56,-26.19,-153.44,-4.14,-0.71,-0.06,4.36,-4.07,7.67,0.00,-0.13,-0.21,-4.39,4.24,-7.67,28,11.62
117.06,-26.56,-151.06,-4.15,-0.72,-0.06,4.46,-4.65,7.24,0.01,-0.11,-0.22,-4.44,4.54,-7.46,28,11.89
116.56,-26.94,-148.69,-4.14,-0.72,-0.07,4.52,-4.94,7.03,0.02,-0.11,-0.21,-4.50,4.83,-7.24,28,10.36
115.50,-27.69,-143.88,-4.14,-0.73,-0.07,4.58,-5.17,6.78,0.02,-0.05,-0.23,-4.55,5.11,-7.01,28,11.19
16.06,-28.00,-141.44,-4.13,-0.73,-0.07,4.64,-5.46,6.52,0.03,-0.07,-0.24,-4.66,5.65,-6.51,28,14.22
13.44,-28.38,-139.06,-4.13,-0.73,-0.07,4.68,-5.70,6.25,0.01,-0.01,-0.22,-4.71,5.90,-6.25,28,10.84
11.00,-28.69,-136.63,-4.13,-0.74,-0.08,4.77,-6.14,5.75,0.01,0.00,-0.22,-4.75,6.14,-5.98,28,8.59
8.81,-29.00,-134.19,-4.13,-0.74,-0.08,4.78,-6.35,5.50,-0.02,0.01,-0.19,-4.80,6.37,-5.69,28,11.56
6.75,-29.31,-131.75,-4.11,-0.74,-0.08,4.84,-6.58,5.19,0.00,0.00,-0.20,-4.85,6.58,-5.40,28,10.44
3.06,-29.94,-126.88,-4.11,-0.74,-0.09,4.85,-6.75,4.92,-0.04,0.03,-0.18,-4.93,6.98,-4.79,28,11.51
1.38,-30.19,-124.44,-4.10,-0.74,-0.09,4.92,-6.96,4.62,-0.02,0.06,-0.16,-4.97,7.16,-4.47,28,10.25
359.81,-30.44,-121.94,-4.11,-0.75,-0.09,4.95,-7.10,4.31,-0.03,0.06,-0.16,-5.01,7.33,-4.15,28,10.23
